Q0085 YPL078c
YDR227w YNL216w
YDR228c YDR448w
YDR228c YER165w
YDR228c YLR423c
YDR228c YMR061w
YDR229w YHR102w
YDR238c YFR051c
YDR244w YDR332w
YDR244w YGL153w
YDR244w YNL214w
YDR245w YGR229c
YDR245w YHR142w
YDR246w YGR166w
YDR246w YML077w
YDR246w YOR115c
YDR248c YNL192w
YDR252w YGR134w
YDR252w YHR193c
YDR254w YEL061c
YDR254w YEL077c
YDR254w YGR078c
YDR254w YIL111w
YDR254w YJL030w
YDR254w YLR200w
YDR254w YLR381w
YDR254w YMR168c
YDR254w YNL153c
YDR254w YPR141c
YDR256c YLR347c
YDR259c YDR484w
YDR259c YFR015c
YDR259c YLR446w
YDR259c YLR447c
YDR259c YNR051c
YDR260c YLR116w
YDR260c YNL250w
YDR261w-a YDR261w-b
YDR262w YDR454c
YDR268w YOR308c
YDR271c YMR047c
YDR271c YPR086w
YDR273w YFR052w
YDR276c YLR200w
YDR276c YPR135w
YDR277c YGL252c
YDR277c YLR373c
YDR279w YLR154c
YDR279w YNL250w
YDR285w YNL201c
YDR289c YER016w
YDR289c YGR078c
YDR290w YKL002w
YDR293c YML094w
YDR293c YNL153c
YDR295c YOL069w
YDR298c YPL078c
YDR299w YER127w
YDR299w YGR145w
YDR299w YPL085w
YDR301w YLR277c
YDR301w YPR107c
YDR309c YER149c
YDR309c YGR207c
YDR309c YHR061c
YDR309c YKL082c
YDR309c YOR127w
YDR310c YLR200w
YDR311w YGL198w
YDR311w YLR423c
YDR311w YPL024w
YDR311w YPL170w
YDR313c YJR091c
YDR313c YPL133c
YDR318w YER016w
YDR318w YER029c
YDR318w YER035w
YDR318w YER084w
YDR318w YGL239c
YDR318w YGR018c
YDR318w YGR078c
YDR318w YGR113w
YDR318w YHL042w
YDR318w YMR117c
YDR318w YNL153c
YDR318w YPL008w
YDR320c YLR262c
YDR321w YLR347c
YDR321w YML064c
YDR326c YIL105c
YDR328c YFL009w
YDR328c YJR089w
YDR328c YJR090c
YDR328c YLR079w
YDR328c YOR057w
YDR332w YHR191c
YDR332w YJL030w
YDR332w YMR074c
YDR332w YMR198w
YDR332w YNL106c
YDR332w YNL153c
YDR332w YPL008w
YDR333c YPL118w
YDR334w YJL168c
YDR334w YLR200w
YDR334w YLR262c
YDR334w YML094w
YDR335w YER016w
YDR335w YGR009c
YDR335w YLR418c
YDR335w YOR359w
YDR340w YGL070c
YDR349c YHR030c
YDR351w YGR229c
YDR353w YKR083c
YDR356w YKL042w
YDR357c YLR423c
YDR358w YPR159w
YDR359c YER016w
YDR360w YGR078c
YDR360w YLR085c
YDR360w YLR200w
YDR361c YJR091c
YDR363w YDR386w
YDR363w YGR071c
YDR363w YGR072w
YDR363w YIL052c
YDR363w YJR043c
YDR363w YLR373c
YDR363w YML128c
YDR363w YOL006c
YDR363w YOL068c
YDR363w YOR123c
YDR363w YPL024w
YDR363w-a YLR418c
YDR363w-a YNL298w
YDR363w-a YPR141c
YDR364c YKR086w
YDR364c YLR117c
YDR366c YER071c
YDR369c YOR144c
YDR372c YJL053w
YDR372c YLR352w
YDR374c YJL070c
YDR376w YIR024c
YDR378c YER146w
YDR378c YJL124c
YDR378c YLR418c
YDR379w YGR152c
YDR379w YLR229c
YDR383c YNL189w
YDR383c YPL002c
YDR385w YPR159w
YDR386w YJL092w
YDR386w YKL113c
YDR386w YLR235c
YDR386w YLR373c
YDR386w YMR190c
YDR386w YPL024w
YDR388w YEL003w
YDR388w YGR268c
YDR388w YHR016c
YDR388w YHR142w
YDR388w YIL034c
YDR388w YJR083c
YDR388w YKL007w
YDR388w YLR200w
YDR388w YLR337c
YDR388w YLR342w
YDR388w YMR192w
YDR388w YNL084c
YDR388w YNL094w
YDR388w YNL097c
YDR388w YOL004w
YDR388w YOR089c
YDR389w YJR091c
YDR389w YNL322c
YDR389w YPR165w
YDR392w YER148w
YDR392w YMR236w
YDR393w YLR330w
YDR394w YGL074c
YDR394w YOR117w
YDR395w YIL052c
YDR395w YNL069c
YDR395w YOL070c
YDR397c YER159c
YDR398w YPL216w
YDR399w YNL189w
YDR407c YKR068c
YDR407c YMR218c
YDR408c YKL002w
YDR413c YGR289c
YDR416w YJR050w
YDR416w YMR213w
YDR416w YPL077c
YDR420w YDR440w
YDR420w YNL064c
YDR420w YOR141c
YDR422c YDR477w
YDR422c YGL115w
YDR422c YPR078c
YDR423c YMR047c
YDR424c YIL034c
YDR424c YNL298w
YDR425w YGL161c
YDR425w YJR110w
YDR425w YKR014c
YDR428c YNL189w
YDR428c YOR157c
YDR429c YJL070c
YDR429c YLR190w
YDR434w YLR459w
YDR435c YEL061c
YDR438w YJR057w
YDR439w YJR091c
YDR440w YLR330w
YDR441c YML022w
YDR443c YOR140w
YDR448w YER148w
YDR448w YGR252w
YDR452w YER112w
YDR453c YJR057w
YDR453c YNL189w
YDR455c YLL046c
YDR455c YLR173w
YDR458c YJR057w
YDR460w YPR025c
YDR461w YLR384c
YDR468c YKL196c
YDR468c YMR018w
YDR468c YMR197c
YDR469w YEL005c
YDR472w YKR068c
YDR473c YLR423c
YDR473c YPL031c
YDR473c YPR178w
YDR477w YGL115w
YDR477w YMR140w
YDR477w YNL025c
YDR478w YNL221c
YDR479c YGL127c
YDR480w YHR084w
YDR480w YPL020c
YDR480w YPL049c
YDR482c YGL028c
YDR484w YJL029c
YDR484w YPL218w
YDR485c YEL003w
YDR485c YGR078c
YDR485c YMR263w
YDR485c YPL181w
YDR488c YLR200w
YDR488c YNL153c
YDR488c YOR326w
YDR488c YPL269w
YDR489w YFR043c
YDR489w YJL072c
YDR490c YGR086c
YDR490c YIR044c
YDR490c YJR057w
YDR490c YOL100w
YDR492w YJR067c
YDR499w YER070w
YDR500c YJR091c
YDR504c YJL070c
YDR507c YOL069w
YDR508c YLR342w
YDR512c YER081w
YDR515w YGR172c
YDR515w YHR114w
YDR516c YGR169c
YDR527w YJR091c
YDR528w YNL189w
YDR529c YGL061c
YDR532c YIL134w
YDR532c YKL194c
YDR534c YGL127c
YDR536w YIL135c
YDR538w YGL044c
YEL003w YGL086w
YEL003w YGR188c
YEL003w YGR270w
YEL003w YHR111w
YEL003w YHR129c
YEL003w YJL013c
YEL003w YJL014w
YEL003w YJL020c
YEL003w YJL190c
YEL003w YJR032w
YEL003w YJR129c
YEL003w YKL025c
YEL003w YLR103c
YEL003w YLR200w
YEL003w YLR212c
YEL003w YLR337c
YEL003w YLR381w
YEL003w YLR386w
YEL003w YML124c
YEL003w YMR055c
YEL003w YMR299c
YEL003w YNL153c
YEL003w YNL294c
YEL003w YNL298w
YEL003w YOL116w
YEL003w YOR023c
YEL003w YOR058c
YEL003w YOR127w
YEL003w YOR264w
YEL003w YOR358w
YEL003w YPL017c
YEL003w YPL155c
YEL003w YPL253c
YEL003w YPR135w
YEL005c YGR107w
YEL005c YJL061w
YEL005c YNL086w
YEL012w YMR022w
YEL013w YLR418c
YEL015w YIL046w
YEL015w YOL149w
YEL015w YOR167c
YEL017w YEL042w
YEL017w YGR121c
YEL017w YIR038c
YEL017w YKL063c
YEL019c YOR266w
YEL023c YML109w
YEL024w YER107c
YEL031w YGR229c
YEL031w YJR075w
YEL031w YML094w
YEL036c YML077w
YEL037c YER162c
YEL037c YOR157c
YEL037c YPR135w
YEL038w YGL127c
YEL041w YGR078c
YEL041w YOR315w
YEL042w YPL051w
YEL043w YGR119c
YEL043w YOL069w
YEL046c YNL189w
YEL047c YPR159w
YEL048c YGR040w
YEL048c YGR166w
YEL048c YHR030c
YEL048c YIL136w
YEL049w YKL002w
YEL053c YLR262c
YEL053c YML094w
YEL056w YLR103c
YEL056w YPL001w
YEL057c YKL002w
YEL059w YJR130c
YEL061c YER016w
YEL061c YER177w
YEL061c YGR188c
YEL061c YJL013c
YEL061c YJR135c
YEL061c YKL048c
YEL061c YLL049w
YEL061c YLR453c
YEL061c YML124c
YEL061c YMR055c
YEL061c YMR078c
YEL061c YMR294w
YEL061c YOL069w
YEL061c YOR014w
YEL061c YOR026w
YEL061c YPL152w
YEL061c YPL174c
YEL061c YPL241c
YEL061c YPR046w
YEL061c YPR141c
YEL062w YOR138c
YEL063c YGR057c
YEL063c YOR345c
YEL066w YHR041c
YEL066w YLR347c
YEL066w YNL189w
YEL066w YPL070w
YEL070w YNR058w
YER006w YGR245c
YER006w YHR052w
YER006w YKL009w
YER006w YMR049c
YER006w YNL061w
YER006w YPL146c
YER006w YPL211w
YER007w YLR200w
YER007w YOR265w
YER010c YOR274w
YER011w YKL002w
YER014c-a YHR181w
YER016w YFR019w
YER016w YGL086w
YER016w YGL211w
YER016w YGL217c
YER016w YGR078c
YER016w YGR200c
YER016w YGR229c
YER016w YLR085c
YER016w YLR200w
YER016w YLR315w
YER016w YMR055c
YER016w YMR224c
YER016w YMR263w
YER016w YMR294w
YER016w YMR299c
YER016w YNL097c
YER016w YNL215w
YER016w YNL250w
YER016w YNR051c
YER016w YOL012c
YER016w YOR026w
YER016w YPL086c
YER016w YPL101w
YER016w YPL174c
YER016w YPR046w
YER016w YPR164w
YER017c YMR089c
YER018c YGR140w
YER019w YER022w
YER019w YER104w
YER019w YPR135w
YER020w YOR371c
YER021w YPR108w
YER022w YFR037c
YER022w YGL025c
YER022w YGL127c
YER022w YGL129c
YER022w YHR152w
YER022w YIL078w
YER022w YJL142c
YER022w YKL063c
YER022w YLR288c
YER022w YML055w
YER022w YML082w
YER022w YMR087w
YER022w YNL073w
YER022w YNL159c
YER022w YNL210w
YER022w YNL301c
YER022w YNR052c
YER022w YNR071c
YER022w YOL022c
YER022w YOL135c
YER022w YOR039w
YER022w YOR136w
YER022w YOR174w
YER022w YOR336w
YER022w YOR388c
YER022w YPL098c
YER023w YML064c
YER023w YPL169c
YER029c YGL070c
YER029c YLR220w
YER029c YNR053c
YER031c YKL002w
YER031c YOR036w
YER032w YHR114w
YER032w YJL020c
YER032w YMR117c
YER039c YGL070c
YER044c YLR100w
YER045c YGR247w
YER045c YMR308c
YER047c YKR034w
YER048c YPL205c
YER049w YGR271w
YER049w YPL031c
YER052c YIR018w
YER052c YMR263w
YER052c YNL135c
YER057c YNL189w
YER059w YPL031c
YER063w YGL181w
YER063w YPL172c
YER064c YLR447c
YER064c YPL212c
YER064c YPR125w
YER065c YGL062w
YER068w YIL038c
YER070w YMR190c
YER071c YLR200w
YER073w YGL181w
YER074w-a YNL263c
YER078c YGR091w
YER079w YHR135c
YER079w YKL002w
YER081w YGR084c
YER081w YGR293c
YER081w YOR167c
YER081w YOR246c
YER081w YOR300w
YER081w YPR046w
YER081w YPR149w
YER082c YER118c
YER082c YJL135w
YER083c YER126c
YER083c YHR154w
YER083c YPR135w
YER088c YLR103c
YER092w YKL002w
YER092w YLR052w
YER092w YLR423c
YER092w YMR263w
YER093c YJL058c
YER094c YOR157c
YER095w YKL113c
YER095w YNL189w
YER095w YPL238c
YER095w YPR011c
YER095w YPR135w
YER096w YHR114w
YER096w YPL031c
YER099c YOL069w
YER100w YJR077c
YER100w YMR022w
YER104w YKL002w
YER105c YJL030w
YER105c YMR153w
YER107c YGL143c
YER107c YMR047c
YER107c YNL189w
YER109c YGL070c
YER111c YKL079w
YER111c YLR182w
YER111c YLR330w
YER111c YLR342w
YER111c YNL298w
YER112w YGL173c
YER112w YIL029c
YER112w YLR264w
YER112w YLR275w
YER112w YNL118c
YER112w YOL004w
YER112w YOL149w
YER114c YHL007c
YER114c YKR054c
YER114c YKR055w
YER114c YLR229c
YER114c YMR294w
YER114c YNL298w
YER114c YOR188w
YER116c YOR144c
YER118c YGR178c
YER118c YJL128c
YER118c YMR032w
YER118c YOR181w
YER122c YLR418c
YER123w YLR362w
YER124c YHR003c
YER124c YLR362w
YER125w YHR114w
YER125w YIR006c
YER125w YJR091c
YER125w YOR340c
YER127w YKR002w
YER131w YER146w
YER133w YMR140w
YER133w YOR178c
YER137c YMR025w
YER143w YGL044c
YER143w YNR071c
YER145c YIL056w
YER146w YIL038c
YER146w YKL209c
YER146w YLR058c
YER146w YMR268c
YER146w YOL149w
YER146w YOR201c
YER146w YOR320c
YER147c YHR168w
YER148w YGL241w
YER148w YIR005w
YER148w YOL148c
YER148w YOR194c
YER148w YPR086w
YER149c YJL074c
YER149c YLR330w
YER149c YNL192w
YER149c YOR315w
YER151c YJR043c
YER151c YKL037w
YER153c YJL170c
YER154w YNR003c
YER155c YFL039c
YER155c YFR040w
YER155c YHR030c
YER155c YKL079w
YER155c YOL076w
YER155c YOR326w
YER156c YFL038c
YER157w YLR268w
YER157w YLR295c
YER161c YLR418c
YER162c YLR262c
YER162c YMR048w
YER165w YOL139c
YER167w YJR057w
YER172c YMR240c
YER173w YJR068w
YER173w YKL113c
YER173w YKL213c
YER173w YPR135w
YER177w YGL206c
YER177w YNL189w
YER178w YNL192w
YER179w YJL125c
YER179w YLR127c
YER179w YNR016c
YER179w YOR285w
YER181c YGL070c
YER184c YGL127c
YER186c YKR026c
YFL005w YKL079w
YFL005w YLR166c
YFL005w YOR122c
YFL008w YIL144w
YFL008w YJL074c
YFL008w YNL084c
YFL011w YMR004w
YFL013c YPR086w
YFL018c YJR051w
YFL021w YGL011c
YFL021w YJR082c
YFL025c YLR262c
YFL026w YHR016c
YFL027c YKL195w
YFL028c YIL106w
YFL029c YPR119w
YFL030w YKR007w
YFL036w YMR238w
YFL036w YOR002w
YFL037w YFR010w
YFL037w YLR200w
YFL037w YML094w
YFL037w YNL223w
YFL037w YOR265w
YFL037w YOR349w
YFL038c YGL070c
YFL038c YKR068c
YFL038c YLR026c
YFL038c YLR262c
YFL038c YML077w
YFL038c YOR036w
YFL038c YPL246c
YFL038c YPR017c
YFL039c YGR080w
YFL039c YLR319c
YFL039c YNL138w
YFL039c YNL271c
YFL039c YPL242c
YFL042c YMR303c
YFL045c YLR343w
YFL049w YOL152w
YFL051c YNL316c
YFL052w YOR366w
YFL054c YML064c
YFL059w YJL047c
YFL059w YMR095c
YFL059w YMR096w
YFL059w YNL333w
YFL068w YGR218w
YFR002w YMR129w
YFR004w YHR102w
YFR004w YIR011c
YFR008w YJL061w
YFR008w YLR291c
YFR008w YLR395c
YFR010w YLR418c
YFR010w YNL250w
YFR011c YNL113w
YFR018c YGR105w
YFR019w YLR330w
YFR019w YML094w
YFR026c YGL127c
YFR028c YJR091c
YFR029w YJL156c
YFR031c YOL115w
YFR034c YOL001w
YFR036w YGL240w
YFR036w YHR191c
YFR036w YLL051c
YFR036w YLR102c
YFR036w YLR127c
YFR036w YNL172w
YFR037c YLR321c
YFR040w YJL098w
YFR046c YMR117c
YFR047c YLL046c
YFR047c YLR347c
YFR049w YOL062c
YGL003c YKL101w
YGL005c YOR070c
YGL015c YLR319c
YGL016w YKL058w
YGL016w YOR194c
YGL018c YHR114w
YGL019w YGR068c
YGL020c YLR262c
YGL020c YPL051w
YGL022w YPL227c
YGL023c YGL178w
YGL023c YMR023c
YGL027c YGL084c
YGL027c YGL115w
YGL027c YMR214w
YGL027c YMR307w
YGL027c YNL322c
YGL027c YPR159w
YGL030w YHR204w
YGL032c YGR257c
YGL035c YPL025c
YGL037c YLR347c
YGL038c YLR362w
YGL043w YJR132w
YGL043w YLR418c
YGL044c YKR002w
YGL044c YNL013c
YGL044c YOL123w
YGL045w YJL168c
YGL053w YJL134w
YGL053w YLR065c
YGL053w YOR059c
YGL054c YLL043w
YGL054c YLR039c
YGL057c YJL135w
YGL058w YGR184c
YGL060w YGL092w
YGL061c YGR113w
YGL061c YJL179w
YGL062w YNL117w
YGL066w YHR191c
YGL066w YNL298w
YGL070c YKL141w
YGL070c YKL150w
YGL070c YKL190w
YGL071w YIR018w
YGL075c YMR117c
YGL081w YPR159w
YGL083w YMR264w
YGL084c YGR166w
YGL084c YJL099w
YGL084c YLR262c
YGL084c YNL058c
YGL086w YLR200w
YGL086w YML094w
YGL086w YMR078c
YGL086w YNL153c
YGL086w YOR349w
YGL086w YPL008w
YGL086w YPL241c
YGL086w YPR135w
YGL087c YGR078c
YGL087c YML094w
YGL090w YOR005c
YGL092w YGR178c
YGL092w YHR036w
YGL092w YKL057c
YGL094c YIR006c
YGL094c YKL025c
YGL096w YOR319w
YGL097w YOR204w
YGL097w YOR364w
YGL107c YJR070c
YGL111w YGR103w
YGL112c YLR055c
YGL112c YMR236w
YGL115w YGL208w
YGL115w YLR262c
YGL115w YML110c
YGL116w YJL030w
YGL119w YJR091c
YGL122c YKR026c
YGL122c YMR255w
YGL122c YNL016w
YGL124c YML094w
YGL124c YMR299c
YGL127c YHR130c
YGL127c YHR191c
YGL127c YLL065w
YGL127c YLR103c
YGL127c YLR311c
YGL127c YLR321c
YGL127c YMR263w
YGL127c YNR010w
YGL127c YNR028w
YGL127c YOL018c
YGL127c YOR377w
YGL127c YPL064c
YGL127c YPR135w
YGL127c YPR168w
YGL132w YOR054c
YGL134w YPL031c
YGL135w YPL220w
YGL139w YOR010c
YGL145w YOR075w
YGL147c YLR078c
YGL148w YOL107w
YGL151w YLR103c
YGL151w YML094w
YGL153w YOR180c
YGL154c YOR028c
YGL157w YJR091c
YGL158w YLR113w
YGL161c YGL212w
YGL161c YPL095c
YGL163c YKL113c
YGL163c YNL298w
YGL163c YOR144c
YGL163c YPR135w
YGL166w YNL189w
YGL166w YOR220w
YGL167c YHR191c
YGL167c YLR229c
YGL167c YPL031c
YGL168w YHR030c
YGL168w YHR031c
YGL168w YHR154w
YGL168w YHR191c
YGL168w YLR229c
YGL168w YLR288c
YGL168w YML032c
YGL170c YGR119c
YGL172w YGR119c
YGL172w YHR216w
YGL172w YJL041w
YGL173c YGL213c
YGL173c YGL216w
YGL173c YGR078c
YGL173c YLR418c
YGL173c YNL118c
YGL173c YOL149w
YGL174w YLR418c
YGL175c YHR031c
YGL175c YKL113c
YGL175c YNL189w
YGL180w YPR185w
YGL181w YPL156c
YGL184c YML127w
YGL187c YGL213c
YGL198w YMR215w
YGL200c YLR057w
YGL200c YLR113w
YGL200c YML012w
YGL200c YPR159w
YGL201c YLR233c
YGL206c YGR241c
YGL206c YHR161c
YGL207w YHR107c
YGL207w YNL102w
YGL212w YLR166c
YGL212w YLR262c
YGL212w YMR071c
YGL212w YOL129w
YGL212w YOR292c
YGL212w YPL246c
YGL216w YHR129c
YGL216w YLL049w
YGL216w YMR078c
YGL216w YPL174c
YGL217c YHR129c
YGL217c YKR054c
YGL217c YMR299c
YGL219c YGR166w
YGL220w YOR264w
YGL221c YNL189w
YGL223c YNL041c
YGL226c-a YOR067c
YGL229c YJL178c
YGL229c YMR181c
YGL230c YOR161c
YGL236c YIL057c
YGL236c YPL179w
YGL237c YKL109w
YGL237c YLR423c
YGL237c YMR153w
YGL237c YNL192w
YGL238w YNL189w
YGL240w YGR229c
YGL240w YHR166c
YGL240w YKL113c
YGL240w YNL172w
YGL242c YKR099w
YGL242c YLR200w
YGL244w YJR070c
YGL244w YLR418c
YGL244w YMR263w
YGL244w YPR159w
YGL245w YHL020c
YGL250w YMR068w
YGL254w YGR047c
YGL263w YJR020w
YGR009c YLR166c
YGR009c YMR047c
YGR009c YOR122c
YGR009c YOR326w
YGR009c YPL232w
YGR009c YPR032w
YGR013w YIL009w
YGR018c YJR091c
YGR019w YLR200w
YGR020c YKL002w
YGR020c YKL190w
YGR023w YLR460c
YGR024c YLR291c
YGR032w YLR342w
YGR033c YLR135w
YGR035c YOR118w
YGR036c YKL190w
YGR040w YLR452c
YGR040w YPL049c
YGR046w YNL236w
YGR047c YGR246c
YGR047c YNL039w
YGR048w YKR002w
YGR048w YPL222w
YGR049w YGR278w
YGR049w YJR091c
YGR052w YJL086c
YGR052w YPL060w
YGR054w YNL153c
YGR056w YOR319w
YGR057c YKL015w
YGR058w YGR136w
YGR058w YML064c
YGR058w YNL047c
YGR060w YLR100w
YGR061c YLR386w
YGR064w YGR227w
YGR064w YJR091c
YGR071c YJL058c
YGR071c YLR085c
YGR072w YLR039c
YGR072w YLR262c
YGR074w YKL183w
YGR074w YLR440c
YGR078c YHL029c
YGR078c YHR114w
YGR078c YJL190c
YGR078c YJR053w
YGR078c YJR117w
YGR078c YJR129c
YGR078c YJR135c
YGR078c YKL048c
YGR078c YLL006w
YGR078c YLR085c
YGR078c YLR089c
YGR078c YLR200w
YGR078c YLR210w
YGR078c YMR154c
YGR078c YMR172w
YGR078c YMR299c
YGR078c YMR312w
YGR078c YNL288w
YGR078c YNL298w
YGR078c YOL067c
YGR078c YOR023c
YGR078c YOR026w
YGR078c YOR266w
YGR078c YPL017c
YGR078c YPL155c
YGR078c YPL253c
YGR078c YPR046w
YGR078c YPR135w
YGR078c YPR141c
YGR082w YNL018c
YGR082w YNL131w
YGR092w YHR152w
YGR092w YPR141c
YGR103w YHR066w
YGR103w YKL009w
YGR103w YKL172w
YGR103w YLR009w
YGR103w YNL110c
YGR104c YOL148c
YGR105w YLR039c
YGR105w YPR159w
YGR108w YPL124w
YGR111w YOL151w
YGR113w YPR045c
YGR113w YPR049c
YGR116w YNL031c
YGR117c YNL236w
YGR119c YMR139w
YGR119c YMR236w
YGR119c YOR035c
YGR120c YOR158w
YGR126w YLR063w
YGR130c YMR117c
YGR133w YGR143w
YGR133w YJR075w
YGR133w YLR342w
YGR135w YGR143w
YGR135w YGR229c
YGR135w YLR330w
YGR135w YLR342w
YGR135w YPR141c
YGR136w YOR181w
YGR140w YGR179c
YGR140w YIL144w
YGR140w YNL307c
YGR141w YMR265c
YGR142w YNL141w
YGR144w YNL116w
YGR149w YIR038c
YGR152c YLR229c
YGR157w YKL190w
YGR158c YJR022w
YGR158c YLR288c
YGR162w YOL139c
YGR166w YHR013c
YGR166w YKR020w
YGR166w YKR068c
YGR166w YLR373c
YGR166w YML077w
YGR166w YMR089c
YGR166w YNL322c
YGR168c YIR018w
YGR172c YLR324w
YGR174c YOL115w
YGR178c YJL035c
YGR182c YPL066w
YGR188c YKL079w
YGR188c YLR085c
YGR188c YMR048w
YGR188c YMR078c
YGR188c YPL008w
YGR188c YPL241c
YGR189c YNL092w
YGR191w YPL218w
YGR191w YPR181c
YGR192c YNL189w
YGR195w YHR069c
YGR195w YOL021c
YGR196c YLR200w
YGR200c YNL271c
YGR200c YNL298w
YGR200c YOR326w
YGR208w YLR208w
YGR208w YPL011c
YGR211w YOR028c
YGR214w YGR229c
YGR214w YIL009w
YGR218w YJR083c
YGR218w YML120c
YGR218w YOR371c
YGR218w YPL120w
YGR222w YNR045w
YGR227w YOL009c
YGR228w YNL271c
YGR228w YOR326w
YGR229c YHR030c
YGR229c YHR142w
YGR229c YJR118c
YGR229c YKL048c
YGR229c YLL043w
YGR229c YLR039c
YGR229c YLR262c
YGR229c YLR332w
YGR229c YLR371w
YGR229c YML094w
YGR229c YML115c
YGR229c YMR294w
YGR229c YNL233w
YGR229c YOR326w
YGR229c YPL031c
YGR229c YPL077c
YGR233c YOL001w
YGR241c YNL020c
YGR246c YNR003c
YGR249w YNL092w
YGR249w YPL203w
YGR252w YHR030c
YGR252w YHR099w
YGR252w YLR055c
YGR262c YJR091c
YGR267c YML064c
YGR268c YOR138c
YGR274c YKL058w
YGR274c YOR194c
YGR280c YNL189w
YGR283c YNL281w
YGR285c YJL172w
YGR294w YHL018w
YGR294w YPR086w
YHL002w YMR109w
YHL002w YMR275c
YHL002w YNR005c
YHL002w YOR076c
YHL003c YMR047c
YHL004w YMR153w
YHL006c YLR134w
YHL007c YPL161c
YHL011c YOL061w
YHL017w YLR453c
YHL018w YLR291c
YHL018w YNL189w
YHL018w YPL070w
YHL021c YOR107w
YHL023c YLR103c
YHL024w YJL063c
YHL025w YLR438w
YHL026c YJR091c
YHL027w YIL131c
YHL027w YJL056c
YHL027w YMR032w
YHL027w YOR275c
YHL031c YLR026c
YHL031c YLR262c
YHL031c YOR070c
YHL034c YHR089c
YHL046c YOR355w
YHR003c YJR091c
YHR004c YKL057c
YHR004c YLR262c
YHR005c YLR286c
YHR007c YHR045w
YHR007c YML013w
YHR007c YMR264w
YHR007c YNL231c
YHR008c YHR031c
YHR009c YOR359w
YHR012w YJL154c
YHR012w YLR039c
YHR012w YLR200w
YHR012w YML094w
YHR013c YJL062w
YHR013c YJR075w
YHR013c YPR135w
YHR015w YPL169c
YHR016c YJL004c
YHR016c YJR083c
YHR016c YLR064w
YHR016c YLR144c
YHR016c YNL094w
YHR016c YOR284w
YHR018c YNL189w
YHR022c YNR005c
YHR023w YPR032w
YHR023w YPR188c
YHR025w YML064c
YHR025w YNL189w
YHR026w YOR374w
YHR030c YHR107c
YHR030c YHR158c
YHR030c YIL113w
YHR030c YJR075w
YHR030c YLR262c
YHR030c YLR268w
YHR030c YLR346c
YHR030c YNL298w
YHR030c YOL081w
YHR030c YOR231w
YHR030c YOR326w
YHR030c YPL089c
YHR030c YPL140c
YHR031c YMR224c
YHR038w YPR086w
YHR039c-a YLR103c
YHR041c YJL086c
YHR041c YLR309c
YHR041c YOL148c
YHR041c YOR073w
YHR041c YPL016w
YHR057c YLR373c
YHR060w YJR091c
YHR060w YLR039c
YHR060w YLR447c
YHR060w YPL019c
YHR060w YPR105c
YHR061c YHR107c
YHR061c YMR273c
YHR066w YNL002c
YHR066w YPL043w
YHR066w YPL093w
YHR067w YOR264w
YHR069c YOL021c
YHR073w YHR152w
YHR077c YMR080c
YHR079c YKL073w
YHR087w YIL118w
YHR089c YMR047c
YHR098c YPR181c
YHR099w YIR009w
YHR102w YLR315w
YHR102w YLR365w
YHR105w YNL263c
YHR105w YOR034c
YHR105w YPL246c
YHR107c YPL161c
YHR107c YPL241c
YHR111w YML064c
YHR111w YNL271c
YHR113w YOL082w
YHR114w YIL008w
YHR114w YIL045w
YHR114w YIL132c
YHR114w YIL156w
YHR114w YJL012c
YHR114w YJL047c
YHR114w YJL065c
YHR114w YJL117w
YHR114w YJL203w
YHR114w YKL157w
YHR114w YKL175w
YHR114w YKL177w
YHR114w YLR461w
YHR114w YML121w
YHR114w YMR253c
YHR114w YNL280c
YHR114w YNR007c
YHR114w YOL002c
YHR114w YOL082w
YHR114w YOR281c
YHR114w YPL174c
YHR114w YPR171w
YHR118c YKL022c
YHR118c YLR274w
YHR119w YLR288c
YHR121w YHR178w
YHR127w YLR295c
YHR128w YNR012w
YHR128w YPR185w
YHR129c YLR200w
YHR129c YLR373c
YHR129c YML094w
YHR129c YPR141c
YHR134w YLR200w
YHR136c YMR246w
YHR137w YMR152w
YHR138c YLR295c
YHR142w YJL095w
YHR142w YLR111w
YHR142w YNL271c
YHR143w-a YIL025c
YHR148w YJR002w
YHR152w YJL168c
YHR152w YJR148w
YHR152w YLR132c
YHR152w YNL298w
YHR152w YOR173w
YHR154w YJR104c
YHR154w YLR373c
YHR154w YNL250w
YHR154w YPL024w
YHR156c YMR235c
YHR156c YOR181w
YHR158c YJR122w
YHR158c YLL021w
YHR158c YLR452c
YHR158c YMR181c
YHR158c YMR232w
YHR158c YOR047c
YHR161c YMR183c
YHR161c YPL232w
YHR166c YIR025w
YHR166c YLR102c
YHR167w YOL015w
YHR169w YKL075c
YHR170w YLR075w
YHR171w YMR183c
YHR171w YNR007c
YHR178w YJR007w
YHR178w YLR103c
YHR178w YMR020w
YHR178w YMR263w
YHR178w YNL153c
YHR178w YNL252c
YHR178w YOL004w
YHR180w YLR288c
YHR181w YNL064c
YHR181w YOL012c
YHR187w YMR312w
YHR188c YJR015w
YHR191c YLR032w
YHR191c YML032c
YHR191c YNL250w
YHR191c YNL298w
YHR191c YOR368w
YHR191c YPL055c
YHR191c YPR045c
YHR193c YJR091c
YHR193c YLR295c
YHR195w YOL115w
YHR198c YML064c
YHR199c YNL095c
YHR200w YMR263w
YHR200w YPR135w
YHR200w YPR141c
YHR209w YOR319w
YHR212c YKR019c
YHR215w YLR088w
YHR215w YLR453c
YHR216w YLR347c
