Q0085 YPL078c
YDL192w YDR320c
YDL192w YGL206c
YDL192w YJR070c
YDL192w YNL287w
YDL193w YFL022c
YDL193w YLR447c
YDL194w YHR092c
YDL194w YKL038w
YDL195w YLR208w
YDL196w YER071c
YDL198c YMR072w
YDL202w YER009w
YDL202w YER022w
YDL203c YGR058w
YDL203c YPL124w
YDL206w YPR159w
YDL207w YDR192c
YDL207w YKL068w
YDL207w YMR047c
YDL207w YMR255w
YDL208w YHR072w-a
YDL208w YNL124w
YDL210w YGL230c
YDL210w YHR122w
YDL213c YHR114w
YDL214c YML011c
YDL215c YLR432w
YDL216c YMR025w
YDL217c YHR102w
YDL217c YJL054w
YDL220c YMR284w
YDL224c YML064c
YDL225w YER111c
YDL225w YLR314c
YDL226c YDR264c
YDL226c YJL151c
YDL226c YOL129w
YDL226c YPR183w
YDL232w YOR085w
YDL233w YLR295c
YDL233w YLR447c
YDL235c YNR031c
YDL235c YOR208w
YDL236w YNL189w
YDL239c YDR148c
YDL239c YDR176w
YDL239c YER086w
YDL239c YKL103c
YDL239c YLR072w
YDL239c YML042w
YDL239c YNL201c
YDL239c YNR012w
YDL239c YOL091w
YDL239c YOR127w
YDL239c YOR284w
YDL239c YOR324c
YDL239c YPL070w
YDL246c YML064c
YDL246c YMR308c
YDR002w YJL124c
YDR004w YHR191c
YDR004w YLR103c
YDR004w YLR268w
YDR004w YML032c
YDR004w YMR048w
YDR004w YOR144c
YDR005c YER081w
YDR007w YLR295c
YDR008c YJR091c
YDR012w YER081w
YDR013w YDR489w
YDR014w YDR332w
YDR014w YPL008w
YDR014w YPR135w
YDR016c YGR113w
YDR016c YKL002w
YDR017c YDR099w
YDR020c YNR012w
YDR021w YER127w
YDR022c YLR288c
YDR022c YLR423c
YDR027c YDR484w
YDR027c YJL029c
YDR028c YDR477w
YDR028c YHR165c
YDR028c YNR011c
YDR034c YDR131c
YDR034c YDR277c
YDR034c YDR438w
YDR034c YER038c
YDR034c YER043c
YDR034c YFR055w
YDR034c YGL125w
YDR034c YGL181w
YDR034c YGR111w
YDR034c YGR124w
YDR034c YHR060w
YDR034c YIL045w
YDR034c YIL145c
YDR034c YIR026c
YDR034c YJL002c
YDR034c YLR063w
YDR034c YLR098c
YDR034c YLR328w
YDR034c YMR094w
YDR034c YMR187c
YDR034c YPL102c
YDR034c YPR136c
YDR045c YJL011c
YDR052c YGL173c
YDR052c YGR078c
YDR052c YGR188c
YDR052c YIL128w
YDR052c YLR320w
YDR052c YNL153c
YDR052c YOR178c
YDR054c YFL009w
YDR054c YGL070c
YDR054c YLL039c
YDR054c YLR079w
YDR059c YMR022w
YDR060w YPL024w
YDR061w YOR043w
YDR063w YKL002w
YDR063w YKL013c
YDR066c YJR082c
YDR068w YLR237w
YDR069c YLL039c
YDR070c YHR178w
YDR074w YKL128c
YDR074w YML100w
YDR074w YMR261c
YDR076w YJR043c
YDR076w YML032c
YDR078c YLR376c
YDR080w YLR039c
YDR080w YLR262c
YDR082w YER112w
YDR084c YGL044c
YDR084c YGL198w
YDR084c YKL192c
YDR085c YHR107c
YDR086c YLR378c
YDR087c YGR103w
YDR087c YLR447c
YDR088c YGR074w
YDR088c YGR232w
YDR091c YGL185c
YDR095c YGL127c
YDR097c YNL082w
YDR098c YGL071w
YDR098c YGL220w
YDR099w YGL206c
YDR100w YNL189w
YDR100w YPL020c
YDR103w YGR040w
YDR107c YLR262c
YDR108w YDR246w
YDR108w YGR234w
YDR108w YIR040c
YDR108w YLR262c
YDR108w YML077w
YDR108w YMR218c
YDR108w YOR115c
YDR110w YER161c
YDR115w YNL041c
YDR118w YLR102c
YDR118w YLR127c
YDR121w YLR103c
YDR122w YOL082w
YDR123c YOL108c
YDR126w YEL027w
YDR126w YEL031w
YDR126w YER083c
YDR126w YGL005c
YDR126w YGR105w
YDR126w YGR229c
YDR126w YJL036w
YDR126w YLR039c
YDR126w YLR374c
YDR126w YML071c
YDR126w YMR186w
YDR126w YNL051w
YDR126w YNL264c
YDR126w YOL112w
YDR126w YOR327c
YDR126w YPL069c
YDR126w YPL161c
YDR127w YJR022w
YDR129c YHR142w
YDR129c YLR330w
YDR129c YLR332w
YDR129c YNL322c
YDR135c YJR022w
YDR136c YKL190w
YDR136c YNL166c
YDR137w YLR085c
YDR137w YMR307w
YDR138w YKR010c
YDR138w YLR234w
YDR138w YNL088w
YDR140w YIL151c
YDR142c YHR160c
YDR142c YIL160c
YDR144c YLR453c
YDR145w YDR176w
YDR145w YDR392w
YDR145w YGR252w
YDR145w YHR099w
YDR145w YLR390w
YDR145w YMR236w
YDR145w YOL148c
YDR145w YPL254w
YDR146c YDR335w
YDR146c YER179w
YDR146c YGR089w
YDR146c YLR103c
YDR148c YDR510w
YDR148c YMR047c
YDR148c YMR308c
YDR148c YNL092w
YDR149c YEL061c
YDR149c YGL216w
YDR149c YLR200w
YDR149c YML094w
YDR149c YNL153c
YDR149c YNL271c
YDR149c YOR058c
YDR149c YPL269w
YDR150w YEL061c
YDR150w YER016w
YDR150w YGL086w
YDR150w YIL034c
YDR150w YJL074c
YDR150w YJR053w
YDR150w YLL001w
YDR150w YLR216c
YDR150w YLR217w
YDR150w YOL069w
YDR150w YOR322c
YDR150w YPL205c
YDR152w YJR091c
YDR153c YLR039c
YDR155c YKR105c
YDR159w YER118c
YDR159w YNL271c
YDR162c YER016w
YDR162c YGL212w
YDR162c YGL216w
YDR162c YGL217c
YDR162c YGL252c
YDR162c YGR229c
YDR162c YHR012w
YDR162c YIL034c
YDR162c YLR262c
YDR162c YML026c
YDR162c YML094c-a
YDR162c YNL135c
YDR162c YNL322c
YDR162c YOR070c
YDR164c YLR166c
YDR164c YNR049c
YDR166c YLR166c
YDR167w YDR448w
YDR167w YER148w
YDR167w YGR252w
YDR167w YHR099w
YDR167w YIL129c
YDR167w YLR055c
YDR167w YLR228c
YDR167w YLR432w
YDR167w YOR250c
YDR167w YPL089c
YDR167w YPL254w
YDR167w YPR115w
YDR174w YHL002w
YDR174w YML064c
YDR174w YML098w
YDR174w YNL189w
YDR174w YPR104c
YDR175c YJR091c
YDR176w YDR392w
YDR176w YDR457w
YDR176w YGL112c
YDR176w YOL148c
YDR176w YPL254w
YDR178w YJR063w
YDR179c YJR015w
YDR183w YGR078c
YDR183w YLR200w
YDR183w YNL153c
YDR184c YGL070c
YDR184c YJR022w
YDR189w YLR026c
YDR189w YMR316w
YDR192c YMR255w
YDR193w YJR091c
YDR195w YER032w
YDR195w YER133w
YDR200c YLR238w
YDR200c YMR052w
YDR200c YNL127w
YDR201w YDR507c
YDR201w YEL043w
YDR201w YHR083w
YDR201w YKL179c
YDR201w YKR037c
YDR201w YNL084c
YDR201w YNL189w
YDR202c YLR262c
YDR203w YLR039c
YDR203w YLR262c
YDR206w YOR047c
YDR207c YMR047c
YDR207c YNL307c
YDR207c YOL082w
YDR207c YOR355w
YDR207c YPL031c
YDR212w YLR030w
YDR216w YDR448w
YDR216w YGR252w
YDR216w YPR086w
YDR217c YKL113c
YDR217c YLR103c
YDR217c YMR048w
YDR217c YMR078c
YDR218c YJR076c
YDR224c YPR041w
YDR225w YDR332w
YDR225w YER022w
YDR225w YPL194w
YDR225w YPR135w
YDR226w YJR091c
YDR227w YMR284w
YDR228c YDR448w
YDR228c YJR022w
YDR228c YMR061w
YDR229w YNL041c
YDR238c YFR051c
YDR244w YGR143w
YDR245w YDR388w
YDR245w YHR142w
YDR245w YIL034c
YDR245w YLR330w
YDR246w YGR166w
YDR246w YML077w
YDR248c YNL192w
YDR248c YPR159w
YDR249c YOL006c
YDR252w YGR134w
YDR252w YHR193c
YDR252w YJR055w
YDR254w YEL003w
YDR254w YJL030w
YDR254w YLR381w
YDR254w YMR168c
YDR254w YOR349w
YDR254w YPL018w
YDR255c YKL144c
YDR259c YDR484w
YDR259c YER022w
YDR259c YGL181w
YDR259c YHL002w
YDR259c YLR446w
YDR259c YLR447c
YDR260c YPR141c
YDR261w-a YDR261w-b
YDR264c YJR086w
YDR264c YNL154c
YDR264c YOR212w
YDR264c YPL242c
YDR265w YDR332w
YDR267c YHR122w
YDR267c YHR152w
YDR269c YJR091c
YDR276c YNL192w
YDR277c YJR022w
YDR277c YOR060c
YDR279w YLR154c
YDR280w YGR195w
YDR281c YLR267w
YDR285w YNL201c
YDR285w YOL069w
YDR289c YEL003w
YDR289c YGR078c
YDR292c YMR163c
YDR293c YGR078c
YDR293c YJR066w
YDR293c YLR200w
YDR295c YJR112w
YDR295c YLR131c
YDR298c YPL078c
YDR299w YER127w
YDR299w YLR208w
YDR301w YKR002w
YDR301w YLR115w
YDR301w YLR277c
YDR306c YIR017c
YDR307w YER081w
YDR308c YOR176w
YDR309c YER149c
YDR309c YHR107c
YDR309c YKL082c
YDR309c YLR319c
YDR309c YML109w
YDR309c YOR127w
YDR310c YDR388w
YDR310c YLR200w
YDR310c YLR229c
YDR310c YOR070c
YDR311w YGR033c
YDR311w YHR113w
YDR311w YLR423c
YDR311w YOR089c
YDR311w YPL170w
YDR313c YNL044w
YDR314c YML011c
YDR314c YNL192w
YDR315c YJR117w
YDR315c YLR264w
YDR315c YNL192w
YDR318w YDR455c
YDR318w YDR542w
YDR318w YEL003w
YDR318w YER035w
YDR318w YER084w
YDR318w YFL015c
YDR318w YGR113w
YDR318w YGR146c
YDR318w YHL042w
YDR318w YHR142w
YDR318w YIL141w
YDR318w YJR060w
YDR318w YLL033w
YDR318w YMR117c
YDR318w YOR349w
YDR318w YPR141c
YDR319c YLR452c
YDR320c YLR039c
YDR321w YGL095c
YDR326c YIL105c
YDR327w YOR378w
YDR328c YLR079w
YDR328c YLR399c
YDR332w YGL033w
YDR332w YGL086w
YDR332w YML094c-a
YDR332w YML094w
YDR332w YMR198w
YDR332w YNL106c
YDR332w YOR026w
YDR332w YPL008w
YDR333c YPL118w
YDR334w YGR078c
YDR334w YPL181w
YDR335w YGR009c
YDR335w YKL068w
YDR335w YLR293c
YDR335w YLR418c
YDR335w YOR359w
YDR343c YER081w
YDR348c YMR295c
YDR349c YLR099c
YDR349c YOR007c
YDR351w YHR103w
YDR351w YJR005w
YDR353w YKR083c
YDR353w YLR347c
YDR353w YLR373c
YDR356w YNL126w
YDR358w YPR159w
YDR359c YER016w
YDR359c YJL030w
YDR359c YJL168c
YDR359c YLR262c
YDR360w YGR078c
YDR360w YLR200w
YDR360w YNL153c
YDR361c YJR091c
YDR363w YFR010w
YDR363w YGR071c
YDR363w YHR077c
YDR363w YHR134w
YDR363w YHR167w
YDR363w YIL052c
YDR363w YLR135w
YDR363w YMR190c
YDR363w YNL072w
YDR363w YNL106c
YDR363w YNL218w
YDR363w YNL250w
YDR363w YOR076c
YDR363w YOR123c
YDR363w YOR243c
YDR363w YPL057c
YDR363w-a YER008c
YDR363w-a YGL233w
YDR363w-a YLR113w
YDR363w-a YPL029w
YDR363w-a YPR055w
YDR363w-a YPR141c
YDR364c YGR006w
YDR365c YMR296c
YDR366c YER071c
YDR369c YJL092w
YDR369c YJR043c
YDR369c YOR144c
YDR370c YFL049w
YDR371w YIR038c
YDR372c YJL053w
YDR372c YLR039c
YDR373w YGR082w
YDR373w YOR136w
YDR376w YIR024c
YDR378c YGL173c
YDR378c YGL251c
YDR378c YJL139c
YDR378c YJR022w
YDR378c YLR275w
YDR378c YLR438c-a
YDR378c YOL149w
YDR378c YOL153c
YDR383c YER016w
YDR383c YOL104c
YDR384c YMR009w
YDR385w YFR051c
YDR385w YOR133w
YDR386w YJL092w
YDR386w YLR234w
YDR386w YNL024c
YDR386w YOR144c
YDR386w YPL024w
YDR387c YOR292c
YDR388w YER111c
YDR388w YFL039c
YDR388w YGL060w
YDR388w YGR078c
YDR388w YGR229c
YDR388w YHR142w
YDR388w YIL034c
YDR388w YIL084c
YDR388w YJR075w
YDR388w YKL129c
YDR388w YLR144c
YDR388w YLR200w
YDR388w YLR268w
YDR388w YMR192w
YDR388w YMR263w
YDR388w YNL084c
YDR388w YNL138w
YDR388w YOL004w
YDR388w YOR284w
YDR389w YFL039c
YDR389w YGR074w
YDR389w YJR091c
YDR390c YGR048w
YDR390c YKR002w
YDR390c YPR180w
YDR392w YDR448w
YDR392w YER148w
YDR392w YGR252w
YDR392w YMR263w
YDR392w YOL148c
YDR394w YER081w
YDR394w YOR259c
YDR395w YER056c-a
YDR395w YNL069c
YDR395w YOL070c
YDR395w YOL127w
YDR398w YPL216w
YDR399w YNL189w
YDR407c YML077w
YDR407c YMR218c
YDR407c YOR115c
YDR408c YGL127c
YDR408c YKL002w
YDR412w YER133w
YDR412w YPR119w
YDR415c YJR089w
YDR415c YOR305w
YDR416w YGR119c
YDR416w YKL095w
YDR416w YLR291c
YDR418w YLR347c
YDR420w YGR159c
YDR420w YKL041w
YDR420w YMR060c
YDR420w YOR141c
YDR420w YOR375c
YDR422c YDR477w
YDR422c YER029c
YDR422c YGL115w
YDR422c YHR114w
YDR422c YLR453c
YDR422c YPR078c
YDR424c YGL216w
YDR424c YML094w
YDR424c YNL153c
YDR424c YNL271c
YDR424c YOR058c
YDR424c YOR349w
YDR425w YGL161c
YDR425w YGL198w
YDR425w YJL036w
YDR428c YNL189w
YDR428c YOR157c
YDR429c YLR190w
YDR429c YOR361c
YDR432w YOR160w
YDR433w YLR453c
YDR434w YLR459w
YDR435c YFL040w
YDR438w YJR091c
YDR439w YJR091c
YDR440w YLR418c
YDR443c YPL031c
YDR444w YLR291c
YDR445c YLR295c
YDR446w YDR510w
YDR448w YER148w
YDR448w YGL112c
YDR448w YHR099w
YDR448w YKL012w
YDR448w YMR236w
YDR453c YNL189w
YDR455c YLR173w
YDR455c YLR295c
YDR456w YOR123c
YDR459c YER102w
YDR460w YPR025c
YDR461w YLR384c
YDR465c YMR047c
YDR468c YGR172c
YDR468c YMR018w
YDR468c YMR197c
YDR468c YNL044w
YDR468c YOR036w
YDR469w YHR060w
YDR469w YLR015w
YDR472w YGR166w
YDR477w YGL115w
YDR477w YGL208w
YDR477w YLR342w
YDR477w YMR140w
YDR477w YMR273c
YDR477w YNL025c
YDR477w YNL218w
YDR477w YNL257c
YDR478w YNL221c
YDR479c YER081w
YDR479c YGL127c
YDR479c YLR324w
YDR480w YPL049c
YDR482c YGL028c
YDR482c YJR091c
YDR482c YOR276w
YDR484w YJL029c
YDR484w YLR447c
YDR484w YPL218w
YDR485c YEL003w
YDR485c YER112w
YDR485c YLR103c
YDR485c YML094w
YDR488c YER016w
YDR488c YER114c
YDR488c YIL135c
YDR488c YNL271c
YDR488c YPL174c
YDR488c YPL269w
YDR488c YPR141c
YDR489w YFR043c
YDR489w YLR453c
YDR489w YML034w
YDR489w YPL077c
YDR490c YGR086c
YDR490c YJR057w
YDR490c YMR047c
YDR492w YOR315w
YDR494w YPL276w
YDR497c YLR113w
YDR500c YJR091c
YDR504c YJL070c
YDR507c YKR048c
YDR507c YNL271c
YDR507c YOL069w
YDR508c YLR342w
YDR508c YMR307w
YDR508c YPR025c
YDR510w YGL127c
YDR510w YMR159c
YDR510w YMR211w
YDR512c YER081w
YDR512c YPL174c
YDR514c YNL173c
YDR515w YGR172c
YDR516c YGR169c
YDR524c YER081w
YDR527w YJR091c
YDR527w YOR210w
YDR528w YER081w
YDR528w YNL189w
YDR528w YNL206c
YDR529c YHR114w
YDR532c YHR079c
YDR533c YJR091c
YDR533c YNL189w
YDR534c YPR191w
YDR536w YIL135c
YDR541c YLR025w
YEL002c YGL022w
YEL002c YPL227c
YEL003w YER019w
YEL003w YER155c
YEL003w YFL037w
YEL003w YFR019w
YEL003w YGL086w
YEL003w YGR188c
YEL003w YHL002w
YEL003w YHR012w
YEL003w YHR111w
YEL003w YHR191c
YEL003w YIL034c
YEL003w YJL013c
YEL003w YJL014w
YEL003w YJL030w
YEL003w YJL190c
YEL003w YJR032w
YEL003w YJR053w
YEL003w YJR075w
YEL003w YKL025c
YEL003w YKL048c
YEL003w YKR054c
YEL003w YLL001w
YEL003w YLL006w
YEL003w YLL049w
YEL003w YLR085c
YEL003w YLR089c
YEL003w YLR200w
YEL003w YLR212c
YEL003w YLR292c
YEL003w YLR447c
YEL003w YML124c
YEL003w YMR109w
YEL003w YMR138w
YEL003w YMR299c
YEL003w YNL294c
YEL003w YOR023c
YEL003w YOR026w
YEL003w YOR216c
YEL003w YOR266w
YEL003w YOR349w
YEL003w YOR358w
YEL003w YPL018w
YEL003w YPL155c
YEL003w YPL174c
YEL003w YPR070w
YEL003w YPR141c
YEL005c YEL013w
YEL005c YGL079w
YEL005c YJL061w
YEL006w YLR373c
YEL008w YJR091c
YEL009c YHR145c
YEL011w YPR086w
YEL012w YER022w
YEL013w YKL061w
YEL013w YLR254c
YEL013w YLR418c
YEL015w YER124c
YEL015w YJR140c
YEL015w YLR082c
YEL015w YML064c
YEL015w YNL118c
YEL015w YNL189w
YEL015w YOR167c
YEL015w YOR285w
YEL016c YJL157c
YEL017w YEL042w
YEL017w YGL098w
YEL017w YHR114w
YEL017w YHR123w
YEL017w YIR038c
YEL017w YOL020w
YEL017w YPR174c
YEL018w YOR128c
YEL019c YOR266w
YEL022w YJR031c
YEL023c YJR022w
YEL031w YGR229c
YEL031w YJR075w
YEL031w YNL192w
YEL032w YLR274w
YEL036c YJR075w
YEL037c YER012w
YEL037c YKL145w
YEL037c YPR135w
YEL039c YGR078c
YEL041w YKL009w
YEL041w YLR200w
YEL041w YOR315w
YEL042w YLR250w
YEL042w YPR193c
YEL043w YGR089w
YEL043w YJL074c
YEL043w YOL069w
YEL046c YNL189w
YEL046c YNL220w
YEL048c YIL136w
YEL049w YOR159c
YEL051w YLR039c
YEL051w YLR262c
YEL052w YGR078c
YEL053c YML094w
YEL053c YPR051w
YEL056w YGR078c
YEL056w YLR103c
YEL057c YKL002w
YEL059c-a YMR150c
YEL060c YJL124c
YEL060c YJR070c
YEL060c YML031c-a
YEL061c YER007w
YEL061c YER133w
YEL061c YGR188c
YEL061c YJL030w
YEL061c YKL048c
YEL061c YLL049w
YEL061c YLR381w
YEL061c YLR418c
YEL061c YLR453c
YEL061c YML094w
YEL061c YMR294w
YEL061c YOL076w
YEL061c YOR058c
YEL061c YOR195w
YEL061c YOR269w
YEL061c YOR349w
YEL061c YPL008w
YEL061c YPL152w
YEL061c YPL155c
YEL061c YPL174c
YEL061c YPL241c
YEL061c YPR119w
YEL062w YFL037w
YEL062w YLR103c
YEL062w YOR138c
YEL063c YGR057c
YEL064c YOR242c
YEL066w YML064c
YEL070w YJR091c
YEL072w YOR273c
YEL074w YKL002w
YEL075c YJR091c
YEL075w-a YLR453c
YEL077c YFR053c
YER002w YHR066w
YER006w YGR103w
YER006w YKL009w
YER006w YMR290c
YER006w YNL002c
YER006w YNL061w
YER007w YFL037w
YER007w YGR188c
YER007w YJL030w
YER007w YML085c
YER007w YML094w
YER007w YML124c
YER007w YOL082w
YER008c YFL005w
YER010c YNL189w
YER010c YOR274w
YER013w YLR116w
YER014c-a YKL190w
YER016w YFR019w
YER016w YGL086w
YER016w YGL163c
YER016w YGL173c
YER016w YGL211w
YER016w YGL217c
YER016w YGR078c
YER016w YGR200c
YER016w YGR229c
YER016w YGR270w
YER016w YHR129c
YER016w YKL110c
YER016w YLR315w
YER016w YLR373c
YER016w YLR381w
YER016w YLR384c
YER016w YLR386w
YER016w YML032c
YER016w YML094c-a
YER016w YMR263w
YER016w YMR294w
YER016w YMR299c
YER016w YMR312w
YER016w YNL106c
YER016w YNL170w
YER016w YNL201c
YER016w YNL250w
YER016w YNL273w
YER016w YNL298w
YER016w YOL012c
YER016w YOR026w
YER016w YOR058c
YER016w YOR195w
YER016w YPL008w
YER016w YPL086c
YER016w YPL269w
YER016w YPR164w
YER017c YMR089c
YER018c YIL144w
YER018c YKR054c
YER018c YMR117c
YER018c YOL069w
YER019c-a YJR091c
YER019w YER022w
YER019w YMR048w
YER020w YNL124w
YER020w YOR371c
YER022w YGL129c
YER022w YGL261c
YER022w YGR090w
YER022w YHL005c
YER022w YHL044w
YER022w YHR116w
YER022w YJL142c
YER022w YJR094c
YER022w YJR126c
YER022w YKL051w
YER022w YKL063c
YER022w YLL020c
YER022w YLR288c
YER022w YLR453c
YER022w YML007w
YER022w YML055w
YER022w YML082w
YER022w YMR112c
YER022w YMR114c
YER022w YMR118c
YER022w YMR139w
YER022w YMR293c
YER022w YNL073w
YER022w YNL210w
YER022w YNL211c
YER022w YNL235c
YER022w YNL288w
YER022w YNR012w
YER022w YNR024w
YER022w YNR071c
YER022w YOL022c
YER022w YOL042w
YER022w YOR028c
YER022w YOR039w
YER022w YOR136w
YER022w YOR174w
YER022w YOR303w
YER022w YOR388c
YER022w YPL053c
YER022w YPL098c
YER026c YMR153w
YER027c YGL115w
YER028c YJL124c
YER029c YNL187w
YER031c YGL210w
YER031c YGR172c
YER031c YNL146w
YER031c YOR036w
YER032w YHR114w
YER032w YLR456w
YER032w YMR093w
YER036c YGR206w
YER036c YNL142w
YER038c YML023c
YER039c YKL002w
YER044c YGR060w
YER044c YKL002w
YER045c YMR308c
YER045c YOR059c
YER051w YLR121c
YER051w YMR310c
YER052c YIR014w
YER052c YIR018w
YER053c YLR326w
YER057c YNL189w
YER058w YJR091c
YER059w YER156c
YER059w YLR190w
YER063w YJR091c
YER063w YMR048w
YER063w YOR333c
YER064c YPR125w
YER065c YNL189w
YER066w YHR041c
YER068w YIL038c
YER068w YPR072w
YER069w YLR214w
YER070w YML058w
YER070w YMR190c
YER071c YLR200w
YER071c YMR048w
YER071c YOR171c
YER071c YOR176w
YER071c YPL032c
YER073w YGL181w
YER076c YPR086w
YER079w YNL154c
YER081w YFL016c
YER081w YFR053c
YER081w YGL110c
YER081w YGL135w
YER081w YGR210c
YER081w YIL044c
YER081w YIL074c
YER081w YJR108w
YER081w YKR073c
YER081w YNL054w-b
YER081w YOR189w
YER081w YOR246c
YER081w YOR263c
YER081w YOR318c
YER081w YOR387c
YER081w YPR059c
YER081w YPR126c
YER081w YPR134w
YER083c YKL190w
YER083c YMR038c
YER083c YPR175w
YER084w YKL002w
YER084w YLR039c
YER084w YLR262c
YER084w YLR418c
YER086w YKL057c
YER086w YOR383c
YER086w YPL070w
YER092w YLR052w
YER092w YMR263w
YER094c YOR157c
YER095w YML032c
YER095w YMR233w
YER095w YNL189w
YER095w YPL204w
YER095w YPL238c
YER095w YPR135w
YER096w YPR165w
YER099c YKL181w
YER099c YOL069w
YER100w YMR022w
YER104w YKL002w
YER105c YIL061c
YER105c YJL030w
YER105c YML107c
YER105c YMR153w
YER107c YGL092w
YER107c YGL143c
YER107c YNL189w
YER110c YMR308c
YER111c YHR030c
YER111c YLR182w
YER111c YLR229c
YER111c YLR330w
YER111c YLR418c
YER111c YMR263w
YER111c YMR307w
YER111c YNL271c
YER111c YPL031c
YER112w YER124c
YER112w YER146w
YER112w YGL173c
YER112w YJL124c
YER112w YJL155c
YER112w YLR269c
YER112w YLR386w
YER112w YNL118c
YER112w YOL149w
YER112w YOR039w
YER112w YOR195w
YER112w YOR219c
YER114c YHR129c
YER114c YKR055w
YER114c YMR294w
YER114c YNL298w
YER114c YPL174c
YER116c YHR191c
YER116c YMR078c
YER118c YGL173c
YER118c YHL002w
YER118c YLR096w
YER118c YLR452c
YER118c YMR032w
YER118c YMR109w
YER118c YMR153w
YER118c YNL139c
YER118c YOR181w
YER118c YPR171w
YER119c YGL127c
YER121w YKL002w
YER122c YLR039c
YER122c YLR085c
YER122c YLR262c
YER122c YLR418c
YER125w YGR268c
YER125w YMR275c
YER125w YOR340c
YER126c YGR103w
YER126c YHR204w
YER127w YLR423c
YER133w YHR100c
YER133w YIR006c
YER133w YJL042w
YER133w YNL233w
YER133w YOR315w
YER133w YOR329c
YER133w YPL209c
YER136w YIR009w
YER137c YMR025w
YER139c YLR418c
YER143w YGL044c
YER143w YJR141w
YER144c YOR034c
YER146w YFL066c
YER146w YHL008c
YER146w YIL038c
YER146w YJL084c
YER146w YJL124c
YER146w YJR022w
YER146w YKR026c
YER146w YLR058c
YER146w YLR438c-a
YER146w YNL147w
YER146w YOL149w
YER146w YOR320c
YER146w YPL090c
YER147c YHR168w
YER148w YGL241w
YER148w YGR274c
YER148w YKL058w
YER148w YPL007c
YER149c YGL127c
YER149c YKL034w
YER149c YLR229c
YER151c YLR342w
YER152c YJL107c
YER153c YGR222w
YER154w YPR086w
YER155c YFL039c
YER155c YFR040w
YER155c YNL153c
YER155c YNL271c
YER155c YOL076w
YER155c YOR058c
YER155c YOR269w
YER156c YFL038c
YER156c YOR035c
YER157w YFL038c
YER157w YIL004c
YER157w YLR295c
YER159c-a YPR158w-a
YER161c YLR103c
YER162c YLR039c
YER162c YLR262c
YER162c YMR048w
YER164w YPR135w
YER165w YGL049c
YER165w YGR162w
YER165w YGR178c
YER165w YIL123w
YER165w YMR061w
YER167w YJR057w
YER172c YMR240c
YER173w YJR043c
YER173w YJR068w
YER173w YJR104c
YER173w YKL113c
YER173w YNL102w
YER173w YOR144c
YER173w YPR135w
YER177w YGR078c
YER177w YNL153c
YER177w YPR141c
YER178w YJR091c
YER178w YLR418c
YER178w YNL192w
YER179w YML064c
YER179w YNR016c
YER179w YOR191w
YER180c-a YPL051w
YER181c YGL070c
YFL001w YLR085c
YFL005w YOR122c
YFL008w YGR089w
YFL008w YIL144w
YFL008w YJL074c
YFL008w YJR112w
YFL008w YKL042w
YFL008w YKR054c
YFL008w YNL084c
YFL008w YOL069w
YFL008w YPR141c
YFL010c YPL059w
YFL010c YPR054w
YFL012w YHR114w
YFL012w YPL111w
YFL013c YPR086w
YFL016c YIL061c
YFL016c YJR045c
YFL017c YGL070c
YFL020c YML038c
YFL021w YGL011c
YFL021w YJR082c
YFL021w YLR068w
YFL021w YNL258c
YFL022c YGR169c
YFL023w YKL113c
YFL023w YLR243w
YFL025c YLR039c
YFL026w YOR212w
YFL030w YIL077c
YFL033c YLR039c
YFL034c-b YIR016w
YFL034c-b YKL002w
YFL034c-b YOL036w
YFL036w YHR142w
YFL036w YPR159w
YFL037w YKR054c
YFL037w YLR045c
YFL037w YLR200w
YFL037w YMR198w
YFL037w YMR299c
YFL038c YLR262c
YFL038c YML077w
YFL038c YPR017c
YFL039c YGL207w
YFL039c YHR179w
YFL039c YIL034c
YFL039c YIL138c
YFL039c YLL050c
YFL039c YLR319c
YFL039c YMR092c
YFL039c YNL138w
YFL039c YOR181w
YFL039c YPL242c
YFL040w YMR159c
YFL042c YLR339c
YFL045c YLR343w
YFL047w YJR091c
YFL051c YKL026c
YFL051c YNL316c
YFL052w YOR366w
YFL059w YJL047c
YFL059w YMR095c
YFL059w YMR322c
YFL059w YNL189w
YFL065c YLR415c
YFL067w YHR056c
YFL068w YMR159c
YFR001w YGR103w
YFR002w YGL172w
YFR002w YGR119c
YFR003c YIL064w
YFR003c YOR147w
YFR004w YOR261c
YFR004w YPR033c
YFR008w YLR395c
YFR010w YLR418c
YFR013w YLR095c
YFR015c YLR258w
YFR017c YJL212c
YFR018c YGR105w
YFR019w YLR330w
YFR019w YNL153c
YFR019w YNL298w
YFR028c YHR118c
YFR031c YIL144w
YFR031c YOL115w
YFR031c YOR195w
YFR031c YPL124w
YFR031c-a YLR039c
YFR034c YOL001w
YFR036w YGL240w
YFR036w YHR191c
YFR036w YLL051c
YFR037c YLR321c
YFR037c YOR290c
YFR039c YIL061c
YFR040w YJL098w
YFR042w YNR025c
YFR042w YPR159w
YFR043c YLR295c
YFR046c YMR117c
YFR047c YLL046c
YFR049w YOL082w
YFR049w YOL083w
YFR049w YPL049c
YFR052w YHR200w
YFR052w YIL075c
YFR052w YJR133w
YFR055w YLR235c
YGL003c YLR079w
YGL005c YGR119c
YGL005c YLR039c
YGL005c YLR262c
YGL005c YLR453c
YGL005c YOR070c
YGL014w YNL118c
YGL015c YPL031c
